"uid","wave","wvsccode","year","region","censusd","censusr","raceethnic","white","black","hispanic","party","gop","strongleader","armyrule","expertdecision","havedem","demtaxrich","demrelig","demchooseleaders","demaidunemp","demarmycoup","demcivilrights","demeconomy","demcriminals","dempeoplelaws","demwomenrights","demincome","demimp","democraticness","age","female","unemployed","satisfin","ideo","socialclass","incscale","educat","hsedorless","lessthanhs","collegeed","educatr","emancvalues","kid_ind","kid_imag","kid_obed","laut","se_laut","menjob","menleaders","boycollege","lequ","se_lequ","hj","aj","dj","lcho","se_lcho","acsay","apsay","lvoi","se_lvoi","lemanc","sldummy","hddummy","z_sl","z_age","z_ideo","z_lemanc","z_laut","z_lequ","z_lcho","z_lvoi","z_incscale"
2534,4,840,1999,2,"Middle Atlantic","Northeast","White",1,0,0,"Republican",1,2,2,2,3,,,,,,,,,,,,,,34,0,0,7,6,3,8,8,0,0,1,"College educated",0.743426,1,1,1,0.806936696738806,0.807703825651919,2,3,3,-0.303593230664265,0.462428387961549,3,5,5,-0.102533659560628,0.359471440713859,2,2,1.07704355996514,0.675698282198414,0.369463341619764,0,0,-0.0327563538957825,-0.260610785568727,0.303513409428448,0.316126899001878,0.553743094797301,-0.22489186187323,-0.0664036488371661,0.618301130888982,0.660657568283815
2535,4,840,1999,2,"Middle Atlantic","Northeast","Black",0,1,0,"Democrat",0,2,2,1,3,,,,,,,,,,,,,,29,0,0,5,8,3,2,3,1,1,0,"Did not finish HS",0.411621,1,0,1,0.471476466386469,0.757386361734995,1,4,4,1.23191645489659,0.616912013102892,1,1,5,-0.93819958791454,0.452050157742635,0,1,-0.707339238667621,0.723983984503147,0.0144635236752254,0,0,-0.0327563538957825,-0.416416356853339,0.814029277887592,-0.0566004738560537,0.317959714224005,0.670900691586866,-0.548450530076844,-0.585168031273743,-0.490987920021528
2536,4,840,1999,2,"Middle Atlantic","Northeast","White",1,0,0,"Other",0,3,4,1,3,,,,,,,,,,,,,,43,1,1,0,5,0,1,5,1,0,0,"Did not finish HS",0.484166,0,0,1,0.125631677910071,0.702699549491361,1,3,3,-0.311666814055464,0.463273419997865,1,5,6,-0.0604099100026186,0.378522078773968,2,2,1.07704355996514,0.675698282198414,0.207649628454283,1,0,0.503628941147655,0.0198392427435738,0.0482554751988765,0.146232726802671,0.0748773873115883,-0.229601865300485,-0.0421049172368992,0.618301130888982,-0.682928834739085
2537,4,840,1999,2,"Middle Atlantic","Northeast","White",1,0,0,"Republican",1,3,1,1,4,,,,,,,,,,,,,,32,0,0,8,8,2,9,8,0,0,1,"College educated",0.686389,0,0,1,0.125631677910071,0.702699549491361,2,3,3,-0.303593230664265,0.462428387961549,9,9,9,1.23397082691837,0.342870405538984,1,3,0.451837526554453,0.570289024264847,0.376961700179658,1,0,0.503628941147655,-0.322933014082572,0.814029277887592,0.323999701593604,0.0748773873115883,-0.22489186187323,0.70454775364384,0.196633660330331,0.852598483001372
2538,4,840,1999,2,"Middle Atlantic","Northeast","Black",0,1,0,"Democrat",0,3,3,1,3,,,,,,,,,,,,,,23,1,0,1,9,0,0,4,1,0,0,"HS grad",0.688982,1,0,0,-0.839208135807794,0.650680871032117,2,4,4,1.24614257487763,0.621290673642376,6,8,5,0.57224912480331,0.400924763651663,2,2,1.07704355996514,0.675698282198414,0.514056780959574,1,0,0.503628941147655,-0.603383042394873,1.06928721211716,0.467940872005209,-0.603275110083316,0.679199989509557,0.322839140273059,0.618301130888982,-0.874869749456642
2539,4,840,1999,2,"Middle Atlantic","Northeast","White",1,0,0,"Republican",1,2,2,2,4,,,,,,,,,,,,,,53,1,0,7,5,3,9,8,0,0,1,"College educated",0.456806,1,0,1,0.471476466386469,0.757386361734995,2,3,3,-0.303593230664265,0.462428387961549,4,2,3,-0.593915298464338,0.352756370860835,0,1,-0.707339238667621,0.723983984503147,-0.283342825352439,0,0,-0.0327563538957825,0.331450385312797,0.0482554751988765,-0.369278318977752,0.317959714224005,-0.22489186187323,-0.349853025549889,-0.585168031273743,0.852598483001372
2540,4,840,1999,2,"Middle Atlantic","Northeast","White",1,0,0,"Republican",1,3,3,1,3,,,,,,,,,,,,,,62,1,0,9,6,3,9,6,1,0,0,"HS grad",0.684769,1,0,0,-0.839208135807794,0.650680871032117,2,4,4,1.24614257487763,0.621290673642376,10,7,6,0.780870772656887,0.371222635994626,2,1,0.909168065821029,0.679304338542695,0.524243319386939,1,0,0.503628941147655,0.611900413625098,0.303513409428448,0.478636093564848,-0.603275110083316,0.679199989509557,0.443180787927634,0.505078239231388,0.852598483001372
2541,4,840,1999,2,"Middle Atlantic","Northeast","White",1,0,0,"Republican",1,1,4,1,4,,,,,,,,,,,,,,38,1,0,9,7,3,9,6,1,0,0,"HS grad",0.726019,0,0,1,0.125631677910071,0.702699549491361,2,4,4,1.24614257487763,0.621290673642376,10,7,6,0.780870772656887,0.371222635994626,2,2,1.07704355996514,0.675698282198414,0.807422146352434,0,0,-0.56914164893922,-0.135966328541038,0.55877134365802,0.775955964980471,0.0748773873115883,0.679199989509557,0.443180787927634,0.618301130888982,0.852598483001372
2542,4,840,1999,2,"Middle Atlantic","Northeast","White",1,0,0,"Republican",1,2,3,2,4,,,,,,,,,,,,,,45,1,0,8,6,3,9,8,0,0,1,"College educated",0.498889,0,0,1,0.125631677910071,0.702699549491361,2,2,4,0.643394440328728,0.431987986881836,6,5,7,0.340642048201761,0.348760038573227,0,2,-0.508587718237694,0.705259242403882,0.150270112050717,0,0,-0.0327563538957825,0.0821614712574185,0.303513409428448,0.0859878609636092,0.0748773873115883,0.327566069112853,0.189238540846044,-0.451120938938149,0.852598483001372
2543,4,840,1999,2,"Middle Atlantic","Northeast","White",1,0,0,"Other",0,2,4,1,4,,,,,,,,,,,,,,51,0,0,6,3,3,7,8,0,0,1,"College educated",0.544352,0,0,1,0.125631677910071,0.702699549491361,2,3,3,-0.303593230664265,0.462428387961549,8,7,8,0.82697493628599,0.336361854010879,0,2,-0.508587718237694,0.705259242403882,0.0351064163235253,0,0,-0.0327563538957825,0.269128156798952,-0.462260393260267,-0.0349267412058832,0.0748773873115883,-0.22489186187323,0.469775587997262,-0.451120938938149,0.468716653566258
2544,4,840,1999,2,"Middle Atlantic","Northeast","White",1,0,0,"Democrat",0,1,1,1,4,,,,,,,,,,,,,,32,0,0,3,4,2,4,6,1,0,0,"HS grad",0.480093,0,0,1,0.125631677910071,0.702699549491361,2,3,4,0.825436691047461,0.470971794120509,4,4,5,-0.232283235437361,0.339329300716193,0,2,-0.508587718237694,0.705259242403882,0.0525493538206194,0,0,-0.56914164893922,-0.322933014082572,-0.207002459030695,-0.0166127592273553,0.0748773873115883,0.433766696918983,-0.141248603347579,-0.451120938938149,-0.107106090586414
2545,4,840,1999,2,"Middle Atlantic","Northeast","White",1,0,0,"Democrat",0,3,2,2,3,,,,,,,,,,,,,,62,0,0,7,7,2,7,3,1,1,0,"Did not finish HS",0.525833,1,0,1,0.471476466386469,0.757386361734995,2,3,3,-0.303593230664265,0.462428387961549,3,5,4,-0.251500582868096,0.375074801455801,0,2,-0.508587718237694,0.705259242403882,-0.148051266345897,1,0,0.503628941147655,0.611900413625098,0.55877134365802,-0.227230732445636,0.317959714224005,-0.22489186187323,-0.152333969018682,-0.451120938938149,0.468716653566258
2546,4,840,1999,2,"Middle Atlantic","Northeast","White",1,0,0,"Republican",1,1,3,1,3,,,,,,,,,,,,,,24,1,0,8,9,2,5,6,1,0,0,"HS grad",0.351019,0,0,0,-1.12733674839528,0.684164779269578,1,3,2,-1.42890890025337,0.31262271779401,1,1,3,-1.25847352079993,0.456107328317005,2,3,1.27921546321946,0.704466352955178,-0.633875926557279,0,0,-0.56914164893922,-0.572221928137951,1.06928721211716,-0.737315921555439,-0.805790735391321,-0.881383583540022,-0.733197861817266,0.754655085437717,0.0848348241311435
2547,4,840,1999,2,"Middle Atlantic","Northeast","Other",0,0,0,"Republican",1,2,3,2,4,,,,,,,,,,,,,,73,1,0,9,5,2,3,4,1,0,0,"HS grad",0.438565,0,0,1,0.125631677910071,0.702699549491361,2,3,2,-1.42519158266288,0.312855868339357,4,7,8,0.58929139796635,0.366577954880117,0,1,-0.707339238667621,0.723983984503147,-0.354401936363521,0,0,-0.0327563538957825,0.954672670451244,0.0482554751988765,-0.443885894604504,0.0748773873115883,-0.879214958068155,0.332669832597276,-0.585168031273743,-0.299047005303971
2548,4,840,1999,2,"Middle Atlantic","Northeast","White",1,0,0,"Republican",1,2,3,1,3,,,,,,,,,,,,,,41,0,0,7,6,2,3,7,0,0,0,"Some college",0.606852,1,1,0,-0.612234012944615,0.639568281421648,2,3,3,-0.303593230664265,0.462428387961549,4,5,5,-0.0714026029879717,0.357050607912157,1,2,0.338874257656122,0.562154073339517,-0.162088897235183,0,0,-0.0327563538957825,-0.0424829857702709,0.303513409428448,-0.241969357701298,-0.44374285812269,-0.22489186187323,-0.0484459599792457,0.120446078450252,-0.299047005303971
2549,4,840,1999,2,"Middle Atlantic","Northeast","White",1,0,0,"Democrat",0,1,4,1,4,,,,,,,,,,,,,,18,0,0,5,1,1,6,3,1,1,0,"Did not finish HS",0.600324,1,0,1,0.471476466386469,0.757386361734995,2,3,3,-0.303593230664265,0.462428387961549,5,1,5,-0.541928053325733,0.413306215501794,2,1,0.909168065821029,0.679304338542695,0.133780812054375,0,0,-0.56914164893922,-0.759188613679485,-0.97277626171941,0.0686751380909938,0.317959714224005,-0.22489186187323,-0.319864619258549,0.505078239231388,0.276775738848701
2550,4,840,1999,2,"Middle Atlantic","Northeast","White",1,0,0,"Republican",1,2,3,2,4,,,,,,,,,,,,,,39,1,0,7,6,3,8,7,0,0,0,"Some college",0.537824,1,0,1,0.471476466386469,0.757386361734995,2,3,3,-0.303593230664265,0.462428387961549,5,1,5,-0.541928053325733,0.413306215501794,1,1,0.212692492770619,0.568754066178133,-0.0403380812082275,0,0,-0.0327563538957825,-0.104805214284116,0.303513409428448,-0.11413869552297,0.317959714224005,-0.22489186187323,-0.319864619258549,0.0353433398544056,0.660657568283815
2551,4,840,1999,2,"Middle Atlantic","Northeast","White",1,0,0,"Republican",1,1,,1,4,,,,,,,,,,,,,,55,0,0,7,5,3,,8,0,0,1,"College educated",0.549954,0,1,1,0.413389421389005,0.748155754372448,2,3,4,0.825436691047461,0.470971794120509,10,1,5,-0.343259386224428,0.470703086567508,0,1,-0.707339238667621,0.723983984503147,0.0470568718861043,0,0,-0.56914164893922,0.393772613826642,0.0482554751988765,-0.02237951813381,0.277132341564569,0.433766696918983,-0.205264265065731,-0.585168031273743,
2552,4,840,1999,2,"Middle Atlantic","Northeast","White",1,0,0,"Democrat",0,1,3,1,4,,,,,,,,,,,,,,29,1,0,6,4,3,8,6,1,0,0,"HS grad",0.628241,0,1,1,0.413389421389005,0.748155754372448,2,3,4,0.825436691047461,0.470971794120509,7,6,7,0.57232531249316,0.335209012739238,0,2,-0.508587718237694,0.705259242403882,0.325640926672983,0,0,-0.56914164893922,-0.416416356853339,-0.207002459030695,0.270116132883807,0.277132341564569,0.433766696918983,0.32288308850289,-0.451120938938149,0.660657568283815
2553,4,840,1999,2,"Middle Atlantic","Northeast","White",1,0,0,"Democrat",0,2,3,2,3,,,,,,,,,,,,,,41,0,0,6,4,2,5,4,1,0,0,"HS grad",0.659227,0,1,1,0.413389421389005,0.748155754372448,2,,3,-0.363854976577057,0.491537834166327,1,3,5,-0.483266512529623,0.36387987334795,2,3,1.27921546321946,0.704466352955178,0.211370848875447,0,0,-0.0327563538957825,-0.0424829857702709,-0.207002459030695,0.150139773063811,0.277132341564569,-0.260047630511358,-0.286026201500893,0.754655085437717,0.0848348241311435
2554,4,840,1999,2,"Middle Atlantic","Northeast","White",1,0,0,,,2,2,1,3,,,,,,,,,,,,,,39,1,0,4,,1,7,4,1,0,0,"HS grad",0.524135,1,0,0,-0.839208135807794,0.650680871032117,2,,3,-0.363854976577057,0.491537834166327,1,1,6,-0.741907728068249,0.466972057039914,2,2,1.07704355996514,0.675698282198414,-0.216981820121989,0,0,-0.0327563538957825,-0.104805214284116,,-0.299603457500439,-0.603275110083316,-0.260047630511358,-0.435221217212521,0.618301130888982,0.468716653566258
2555,4,840,1999,2,"Middle Atlantic","Northeast","White",1,0,0,"Democrat",0,2,3,1,4,,,,,,,,,,,,,,74,1,0,4,4,1,3,8,0,0,1,"College educated",0.727778,1,1,1,0.806936696738806,0.807703825651919,2,3,4,0.825436691047461,0.470971794120509,5,5,5,0.0168440924120447,0.358559113607754,1,2,0.338874257656122,0.562154073339517,0.497022934463608,0,0,-0.0327563538957825,0.985833784708166,-0.207002459030695,0.450056409723321,0.553743094797301,0.433766696918983,0.00245840605261932,0.120446078450252,-0.299047005303971
2556,4,840,1999,2,"Middle Atlantic","Northeast","White",1,0,0,"Republican",1,1,1,1,3,,,,,,,,,,,,,,64,0,0,2,8,2,3,6,1,0,0,"HS grad",0.198265,0,0,0,-1.12733674839528,0.684164779269578,,2,3,-0.58887795026,0.470000083900389,1,1,5,-0.93819958791454,0.452050157742635,0,1,-0.707339238667621,0.723983984503147,-0.84043838130936,0,0,-0.56914164893922,0.674222642138943,0.814029277887592,-0.954193444300695,-0.805790735391321,-0.391322545986086,-0.548450530076844,-0.585168031273743,-0.299047005303971
2557,4,840,1999,2,"Middle Atlantic","Northeast","White",1,0,0,"Democrat",0,3,2,1,4,,,,,,,,,,,,,,63,1,0,6,5,2,5,4,1,0,0,"HS grad",0.369259,1,0,0,-0.839208135807794,0.650680871032117,2,3,3,-0.303593230664265,0.462428387961549,1,7,5,0.0689878502511584,0.447429164954819,0,0,-0.927567571849531,0.771586888129888,-0.500345272017608,1,0,0.503628941147655,0.643061527882021,0.0482554751988765,-0.597117173424398,-0.603275110083316,-0.22489186187323,0.0325370953824259,-0.733700065892102,0.0848348241311435
2558,4,840,1999,2,"Middle Atlantic","Northeast","White",1,0,0,"Democrat",0,2,2,1,4,,,,,,,,,,,,,,77,0,0,9,4,2,3,3,1,1,0,"Did not finish HS",0.575556,0,1,1,0.413389421389005,0.748155754372448,1,3,2,-1.42890890025337,0.31262271779401,5,5,8,0.331737261953963,0.362369387646734,1,3,0.451837526554453,0.570289024264847,-0.0579861725889877,0,0,-0.0327563538957825,1.07931712747893,-0.207002459030695,-0.132668076113625,0.277132341564569,-0.881383583540022,0.184101889591981,0.196633660330331,-0.299047005303971
2559,4,840,1999,2,"Middle Atlantic","Northeast","Black",0,1,0,"Democrat",0,2,2,2,4,,,,,,,,,,,,,,27,0,0,6,5,3,6,8,0,0,1,"College educated",0.677685,1,0,0,-0.839208135807794,0.650680871032117,2,3,4,0.825436691047461,0.470971794120509,5,10,8,1.06899541724191,0.433225639133356,1,3,0.451837526554453,0.570289024264847,0.376765374759008,0,0,-0.0327563538957825,-0.478738585367184,0.0482554751988765,0.323793572309685,-0.603275110083316,0.433766696918983,0.609383072378892,0.196633660330331,0.276775738848701
2560,4,840,1999,2,"Middle Atlantic","Northeast","White",1,0,0,"Republican",1,2,2,1,4,,,,,,,,,,,,,,72,1,0,6,9,2,3,8,0,0,1,"College educated",0.592037,0,0,1,0.125631677910071,0.702699549491361,2,3,4,0.825436691047461,0.470971794120509,1,1,5,-0.93819958791454,0.452050157742635,2,3,1.27921546321946,0.704466352955178,0.323021061065614,0,0,-0.0327563538957825,0.923511556194322,1.06928721211716,0.267365439571541,0.0748773873115883,0.433766696918983,-0.548450530076844,0.754655085437717,-0.299047005303971
2561,4,840,1999,2,"Middle Atlantic","Northeast","White",1,0,0,"Republican",1,2,3,2,3,,,,,,,,,,,,,,60,0,0,9,2,3,9,2,1,1,0,"Did not finish HS",0.400833,0,0,0,-1.12733674839528,0.684164779269578,2,3,3,-0.303593230664265,0.462428387961549,1,1,1,-1.7355264725249,0.591394744301695,2,2,1.07704355996514,0.675698282198414,-0.522353222904824,0,0,-0.0327563538957825,0.549578185111254,-0.717518327489839,-0.620224130953768,-0.805790735391321,-0.22489186187323,-1.00838185551937,0.618301130888982,0.852598483001372
2562,4,840,1999,2,"Middle Atlantic","Northeast","White",1,0,0,"Democrat",0,2,3,1,4,,,,,,,,,,,,,,61,1,0,8,5,2,3,5,1,0,0,"Did not finish HS",0.545324,0,0,1,0.125631677910071,0.702699549491361,2,4,3,-0.0735633452317084,0.438387345927779,5,1,5,-0.541928053325733,0.413306215501794,2,1,0.909168065821029,0.679304338542695,0.104827086293415,0,0,-0.0327563538957825,0.580739299368176,0.0482554751988765,0.0382755559170738,0.0748773873115883,-0.0906959916801359,-0.319864619258549,0.505078239231388,-0.299047005303971
2563,4,840,1999,4,"East South Central","South","White",1,0,0,"Republican",1,2,2,2,3,,,,,,,,,,,,,,36,1,0,2,4,1,1,7,0,0,0,"Some college",0.783889,1,1,1,0.806936696738806,0.807703825651919,2,4,4,1.24614257487763,0.621290673642376,6,6,6,0.451425274585329,0.338874278007826,1,2,0.338874257656122,0.562154073339517,0.710844700964473,0,0,-0.0327563538957825,-0.198288557054883,-0.207002459030695,0.674555751016392,0.553743094797301,0.679199989509557,0.25314291574028,0.120446078450252,-0.682928834739085
2564,4,840,1999,4,"East South Central","South","White",1,0,0,"Democrat",0,2,3,3,3,,,,,,,,,,,,,,54,1,0,8,5,1,3,2,1,1,0,"Did not finish HS",0.327345,0,0,0,-1.12733674839528,0.684164779269578,2,3,,0.0231247047804019,0.791840993686391,1,1,1,-1.7355264725249,0.591394744301695,0,3,-0.374409573005362,0.709746375045413,-0.803537022286284,0,0,-0.0327563538957825,0.362611499569719,0.0482554751988765,-0.91544934949187,-0.805790735391321,-0.0342896817597985,-1.00838185551937,-0.360625076645017,-0.299047005303971
2565,4,840,1999,4,"East South Central","South","White",1,0,0,,,,,,,,,,,,,,,,,,,,26,1,0,4,,1,1,8,0,0,1,"College educated",0.6495,1,0,1,0.471476466386469,0.757386361734995,2,3,3,-0.303593230664265,0.462428387961549,,6,6,0.409895875726459,0.387982734566674,2,1,0.909168065821029,0.679304338542695,0.371736794317423,,,,-0.509899699624106,,0.318513880652238,0.317959714224005,-0.22489186187323,0.229187030355422,0.505078239231388,-0.682928834739085
2566,4,840,1999,4,"East South Central","South","White",1,0,0,,,1,2,1,4,,,,,,,,,,,,,,47,0,0,6,6,3,6,8,0,0,1,"College educated",0.600463,0,1,1,0.413389421389005,0.748155754372448,2,3,4,0.825436691047461,0.470971794120509,5,6,6,0.362979379039775,0.34499507104212,0,2,-0.508587718237694,0.705259242403882,0.273304443309637,0,0,-0.56914164893922,0.144483699771263,0.303513409428448,0.215166133017355,0.277132341564569,0.433766696918983,0.202123642775344,-0.451120938938149,0.276775738848701
2567,4,840,1999,4,"East South Central","South","White",1,0,0,"Republican",1,2,2,2,3,,,,,,,,,,,,,,37,1,0,8,,3,5,4,1,0,0,"HS grad",0.399561,0,0,0,-1.12733674839528,0.684164779269578,3,,3,-0.353966829849829,0.490803750796916,1,1,7,-0.678562746903748,0.483704185617996,2,2,1.07704355996514,0.675698282198414,-0.270705691295928,0,0,-0.0327563538957825,-0.16712744279796,,-0.356010126885122,-0.805790735391321,-0.254279038955691,-0.398681196162863,0.618301130888982,0.0848348241311435
2568,4,840,1999,4,"East South Central","South","White",1,0,0,"Democrat",0,1,1,2,2,,,,,,,,,,,,,,21,0,0,6,7,1,3,2,1,1,0,"Did not finish HS",0.557375,0,0,1,0.125631677910071,0.702699549491361,2,,3,-0.363854976577057,0.491537834166327,1,1,5,-0.93819958791454,0.452050157742635,2,3,1.27921546321946,0.704466352955178,0.0256981441594843,0,1,-0.56914164893922,-0.665705270908718,0.55877134365802,-0.0448048323754489,0.0748773873115883,-0.260047630511358,-0.548450530076844,0.754655085437717,-0.299047005303971
2569,4,840,1999,4,"East South Central","South","White",1,0,0,"Republican",1,1,1,1,4,,,,,,,,,,,,,,39,0,0,6,7,2,7,5,1,0,0,"Did not finish HS",0.331667,1,0,1,0.471476466386469,0.757386361734995,1,2,3,-0.597911156774117,0.469288966577572,1,1,1,-1.7355264725249,0.591394744301695,0,2,-0.508587718237694,0.705259242403882,-0.592637220287559,0,0,-0.56914164893922,-0.104805214284116,0.55877134365802,-0.694017886257928,0.317959714224005,-0.396592378671158,-1.00838185551937,-0.451120938938149,0.468716653566258
2570,4,840,1999,4,"East South Central","South","White",1,0,0,"Democrat",0,3,4,2,,,,,,,,,,,,,,,44,1,0,2,5,1,3,7,0,0,0,"Some college",0.368843,0,0,0,-1.12733674839528,0.684164779269578,2,3,3,-0.303593230664265,0.462428387961549,1,1,2,-1.39668894387887,0.472954518256821,2,1,0.909168065821029,0.679304338542695,-0.479612714279346,1,,0.503628941147655,0.0510003570004961,0.0482554751988765,-0.5753492980966,-0.805790735391321,-0.22489186187323,-0.812926269275095,0.505078239231388,-0.299047005303971
2571,4,840,1999,4,"East South Central","South","White",1,0,0,"Other",0,1,2,1,3,,,,,,,,,,,,,,21,0,0,3,5,3,5,8,0,0,1,"College educated",0.769861,1,1,1,0.806936696738806,0.807703825651919,2,3,4,0.825436691047461,0.470971794120509,10,9,5,1.02005495823889,0.437709193282373,1,1,0.212692492770619,0.568754066178133,0.716280209698943,0,0,-0.56914164893922,-0.665705270908718,0.0482554751988765,0.680262691663505,0.553743094797301,0.433766696918983,0.581152179113545,0.0353433398544056,0.0848348241311435
2572,4,840,1999,4,"East South Central","South","White",1,0,0,"Democrat",0,3,4,1,4,,,,,,,,,,,,,,36,1,0,2,5,3,8,8,0,0,1,"College educated",0.535093,0,0,1,0.125631677910071,0.702699549491361,2,3,3,-0.303593230664265,0.462428387961549,10,6,6,0.638380506907202,0.367583533427127,0,2,-0.508587718237694,0.705259242403882,-0.0120421910211716,1,0,0.503628941147655,-0.198288557054883,0.0482554751988765,-0.0844297991264497,0.0748773873115883,-0.22489186187323,0.360986473332389,-0.451120938938149,0.660657568283815
2573,4,840,1999,4,"East South Central","South","White",1,0,0,"Republican",1,4,1,1,3,,,,,,,,,,,,,,19,0,0,3,,1,1,1,1,1,0,"Did not finish HS",0.878519,1,1,1,0.806936696738806,0.807703825651919,2,3,3,-0.303593230664265,0.462428387961549,5,9,9,1.03552547151409,0.381296746617383,2,3,1.27921546321946,0.704466352955178,0.704521100202024,1,0,1.04001423619109,-0.728027499422562,,0.667916369867306,0.553743094797301,-0.22489186187323,0.590076214930322,0.754655085437717,-0.682928834739085
2574,4,840,1999,4,"East South Central","South","White",1,0,0,"Republican",1,3,3,2,4,,,,,,,,,,,,,,41,0,0,6,5,3,8,4,1,0,0,"HS grad",0.410787,1,0,0,-0.839208135807794,0.650680871032117,2,2,3,-0.58958635123165,0.469927477417546,5,3,8,0.0782962526991288,0.382100819081077,0,1,-0.707339238667621,0.723983984503147,-0.514459368251984,1,0,0.503628941147655,-0.0424829857702709,0.0482554751988765,-0.611936082459796,-0.603275110083316,-0.391735816134256,0.0379065692560426,-0.585168031273743,0.660657568283815
2575,4,840,1999,5,"West South Central","South","Black",0,1,0,"Democrat",0,4,1,1,2,,,,,,,,,,,,,,29,0,0,0,4,3,2,7,0,0,0,"Some college",0.397037,1,0,1,0.471476466386469,0.757386361734995,2,3,3,-0.303593230664265,0.462428387961549,1,1,5,-0.93819958791454,0.452050157742635,0,0,-0.927567571849531,0.771586888129888,-0.424470981010467,1,1,1.04001423619109,-0.416416356853339,-0.207002459030695,-0.517453963121096,0.317959714224005,-0.22489186187323,-0.548450530076844,-0.733700065892102,-0.490987920021528
2576,4,840,1999,5,"West South Central","South","Black",0,1,0,"Democrat",0,1,2,2,4,,,,,,,,,,,,,,55,1,0,6,4,1,1,8,0,0,1,"College educated",0.539723,1,0,1,0.471476466386469,0.757386361734995,3,3,3,-0.29484427912668,0.461490663622847,6,7,5,0.45003862322889,0.377252084405762,0,2,-0.508587718237694,0.705259242403882,0.0295207730627461,0,0,-0.56914164893922,0.393772613826642,-0.207002459030695,-0.0407913136171206,0.317959714224005,-0.219787859136126,0.252343037536492,-0.451120938938149,-0.682928834739085
2577,4,840,1999,5,"West South Central","South","White",1,0,0,"Democrat",0,1,2,1,3,,,,,,,,,,,,,,25,1,0,9,4,2,1,7,0,0,0,"Some college",0.632871,1,0,0,-0.839208135807794,0.650680871032117,2,3,4,0.825436691047461,0.470971794120509,1,7,8,0.502052392866282,0.401651952442865,2,2,1.07704355996514,0.675698282198414,0.391331127017774,0,0,-0.56914164893922,-0.541060813881028,-0.207002459030695,0.339086691626037,-0.603275110083316,0.433766696918983,0.282346744262472,0.618301130888982,-0.682928834739085
2578,4,840,1999,5,"West South Central","South","White",1,0,0,"Other",0,3,2,2,3,,,,,,,,,,,,,,65,1,0,7,5,1,7,8,0,0,1,"College educated",0.417454,0,0,0,-1.12733674839528,0.684164779269578,2,3,3,-0.303593230664265,0.462428387961549,5,5,6,0.163178073216785,0.345337292490956,1,1,0.212692492770619,0.568754066178133,-0.263764853268035,1,0,0.503628941147655,0.705383756395865,0.0482554751988765,-0.348722685616706,-0.805790735391321,-0.22489186187323,0.0868699354364495,0.0353433398544056,0.468716653566258
2579,4,840,1999,5,"West South Central","South","White",1,0,0,"Republican",1,2,2,2,4,,,,,,,,,,,,,,40,1,1,5,3,,6,7,0,0,0,"Some college",0.650194,1,0,0,-0.839208135807794,0.650680871032117,2,3,3,-0.303593230664265,0.462428387961549,,4,8,0.148830939770334,0.427250932108013,2,3,1.27921546321946,0.704466352955178,0.0713112591294343,0,0,-0.0327563538957825,-0.0736441000271932,-0.462260393260267,0.00308605559473109,-0.603275110083316,-0.22489186187323,0.0785939118510267,0.754655085437717,0.276775738848701
2580,4,840,1999,5,"West South Central","South","White",1,0,0,"Republican",1,1,2,1,4,,,,,,,,,,,,,,65,1,0,9,5,3,8,8,0,0,1,"College educated",0.779676,1,1,1,0.806936696738806,0.807703825651919,2,4,4,1.24614257487763,0.621290673642376,8,7,7,0.733616302963992,0.339100903397856,1,1,0.212692492770619,0.568754066178133,0.749847016837763,0,0,-0.56914164893922,0.705383756395865,0.0482554751988765,0.715505717737495,0.553743094797301,0.679199989509557,0.415922443453827,0.0353433398544056,0.660657568283815
2581,4,840,1999,5,"West South Central","South","White",1,0,0,"Democrat",0,1,2,1,4,,,,,,,,,,,,,,22,0,0,9,4,2,7,8,0,0,1,"College educated",0.270416,0,0,0,-1.12733674839528,0.684164779269578,2,1,1,-2.43964434037813,0.443980243300425,1,6,5,-0.0323893987021227,0.420694379375551,1,1,0.212692492770619,0.568754066178133,-0.846669498676228,0,0,-0.56914164893922,-0.634544156651795,-0.207002459030695,-0.96073572372937,-0.805790735391321,-1.47103097508432,-0.0259415203280991,0.0353433398544056,0.468716653566258
2582,4,840,1999,5,"West South Central","South","White",1,0,0,"Republican",1,3,3,1,4,,,,,,,,,,,,,,58,0,0,6,7,3,7,8,0,0,1,"College educated",0.467176,0,0,1,0.125631677910071,0.702699549491361,2,4,4,1.24614257487763,0.621290673642376,1,6,6,0.16114972682663,0.38953340167631,0,1,-0.707339238667621,0.723983984503147,0.206396185236679,1,0,0.503628941147655,0.487255956597409,0.55877134365802,0.144916690641781,0.0748773873115883,0.679199989509557,0.0856999008349744,-0.585168031273743,0.468716653566258
2583,4,840,1999,5,"West South Central","South","White",1,0,0,,,2,2,2,4,,,,,,,,,,,,,,49,1,0,6,4,1,1,4,1,0,0,"HS grad",0.505616,1,0,0,-0.839208135807794,0.650680871032117,2,,3,-0.363854976577057,0.491537834166327,1,1,4,-1.12971854148054,0.444184728122431,2,2,1.07704355996514,0.675698282198414,-0.313934523475061,0,0,-0.0327563538957825,0.206805928285108,-0.207002459030695,-0.401397668611585,-0.603275110083316,-0.260047630511358,-0.658926631988322,0.618301130888982,-0.682928834739085
